"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","CARRIER","TAIL_NUM","FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FIRST_DEP_TIME","TOTAL_ADD_GTIME","LONGEST_ADD_GTIME"
2017,1,1,8,7,"2017-01-08","WN",19393,"WN","N7735A",3544,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13232,1323202,30977,"MDW","Chicago, IL","IL",17,"Illinois",41,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,1,402,2,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,8,7,"2017-01-08","DL",19790,"DL","N974AT",350,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13487,1348702,31650,"MSP","Minneapolis, MN","MN",27,"Minnesota",63,825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,1,726,3,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,8,7,"2017-01-08","B6",20409,"B6","N328JB",1486,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,1,496,2,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,8,7,"2017-01-08","OO",20304,"OO","N824SK",4801,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11433,1143302,31295,"DTW","Detroit, MI","MI",26,"Michigan",43,1339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1455,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,1,201,1,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,9,1,"2017-01-09","WN",19393,"WN","N258WN",606,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13232,1323202,30977,"MDW","Chicago, IL","IL",17,"Illinois",41,2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2215,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,1,402,2,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,10,2,"2017-01-10","WN",19393,"WN","N376SW",454,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10693,1069302,30693,"BNA","Nashville, TN","TN",47,"Tennessee",54,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,1,462,2,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,10,2,"2017-01-10","DL",19790,"DL","N982DL",898,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039705,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,10,2,"2017-01-10","WN",19393,"WN","N755SA",1302,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13232,1323202,30977,"MDW","Chicago, IL","IL",17,"Illinois",41,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,402,2,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,10,2,"2017-01-10","EV",20366,"EV","N754EV",5350,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12953,1295302,31703,"LGA","New York, NY","NY",36,"New York",22,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,1,335,2,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,1,10,2,"2017-01-10","DL",19790,"DL","N946AT",1312,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11433,1143302,31295,"DTW","Detroit, MI","MI",26,"Michigan",43,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,1,201,1,NA,NA,NA,NA,NA,NA,NA,NA
